,permno,Quarter,Unnamed: 0_x,date,ret,shrcd,price,me,Unnamed: 0_y,ea_date,fiscal_period,gics_6d,ret_ex_3d,date_diff,doy_diff
2834,24766,2021Q1,64219.0,2021-03-31,0.1096482574939728,11.0,323.6400146484375,53956615.9621582,32827,2021-01-28,2020-12-31,201010,-0.00038908195,0,-2
2835,24766,2021Q2,64222.0,2021-06-30,-0.0066690421663224,11.0,363.4299926757813,58498055.051086426,32828,2021-04-29,2021-03-31,201010,0.040731236,1,-1
2836,24766,2021Q3,64225.0,2021-09-30,-0.0205330923199653,11.0,360.1499938964844,57663255.37277222,32829,2021-07-29,2021-06-30,201010,0.0053387596,0,-2
2837,24766,2021Q4,64228.0,2021-12-31,0.1097190976142883,11.0,387.0700073242188,61365304.82116699,32830,2021-10-28,2021-09-30,201010,-0.09336772,7,5
2838,24969,2021Q1,64231.0,2021-03-31,0.1875155717134476,11.0,47.75,3307356.0,32938,2021-02-24,2020-12-31,551030,0.063849345,0,-2
2839,24969,2021Q2,64234.0,2021-06-30,-0.0586808621883392,11.0,42.66999816894531,2957628.2530822754,32939,2021-05-05,2021-03-31,551030,0.006181001,-2,-4
2840,24969,2021Q3,64237.0,2021-09-30,-0.0652329698204994,11.0,39.119998931884766,2725412.085586548,32940,2021-08-04,2021-06-30,551030,0.0024947424,0,-2
2841,24969,2021Q4,64240.0,2021-12-31,0.1033498719334602,11.0,42.4900016784668,3006932.4387817383,32941,2021-11-03,2021-09-30,551030,-0.019652728,0,-2
2842,24985,2021Q1,64243.0,2021-03-31,0.1656468510627747,11.0,81.36000061035156,20780157.755889893,32997,2021-02-18,2020-12-31,551030,-0.001397949,-7,-8
2843,24985,2021Q2,64246.0,2021-06-30,-0.0428740642964839,11.0,80.04000091552734,20454462.35396576,32998,2021-05-10,2021-03-31,551030,-0.016799144,0,-2
2844,24985,2021Q3,64249.0,2021-09-30,-0.0703374519944191,11.0,81.0,20828907.0,32999,2021-08-05,2021-06-30,551030,0.014489027,0,-2
2845,24985,2021Q4,64252.0,2021-12-31,0.0976836159825325,11.0,89.01000213623047,22929510.610305782,33000,2021-11-03,2021-09-30,551030,0.0038731853,-1,-2
2846,25081,2021Q1,64255.0,2021-03-31,0.0634361132979393,11.0,71.73999786376953,10007084.042015076,33068,2021-01-19,2020-12-31,401010,-0.007224122,0,-2
2847,25081,2021Q2,64258.0,2021-06-30,-0.0824309065937995,11.0,71.33999633789062,9959990.908721924,33069,2021-04-20,2021-03-31,401010,0.0058003115,0,-2
2848,25081,2021Q3,64261.0,2021-09-30,0.0983628183603286,11.0,80.5,10780882.0,33070,2021-07-21,2021-06-30,401010,0.01961305,0,-1
2849,25081,2021Q4,64264.0,2021-12-31,0.0624015666544437,11.0,87.0,11409963.0,33071,2021-10-20,2021-09-30,401010,0.015776353,0,-1
2850,25129,2021Q1,64267.0,2021-03-31,0.0383966229856014,11.0,76.61000061035156,8987119.171600342,33160,2021-01-20,2020-12-31,401010,-0.023663962,-1,-2
2851,25129,2021Q3,64273.0,2021-09-30,-0.010994073934853,11.0,69.68000030517578,8122388.595573425,33161,2021-07-22,2021-06-30,401010,-0.014247001,2,0
2852,25129,2021Q4,64276.0,2021-12-31,0.0378151088953018,11.0,68.73999786376953,8364557.900054932,33162,2021-10-19,2021-09-30,401010,-3.9965376e-05,0,-2
2853,25232,2021Q1,64279.0,2021-03-31,0.1438247710466385,11.0,50.65999984741211,22542889.37210083,33218,2021-02-22,2020-12-31,101020,-0.025772246,-1,-2
2854,25232,2021Q2,64282.0,2021-06-30,0.0549866817891597,11.0,55.63999938964844,24789678.4080658,33219,2021-04-27,2021-03-31,101020,0.014723516,0,-2
2855,25232,2021Q3,64285.0,2021-09-30,0.1041508242487907,11.0,57.9900016784668,25843882.13802719,33220,2021-08-03,2021-06-30,101020,0.008310472,7,5
2856,25232,2021Q4,64288.0,2021-12-31,-0.0180481597781181,11.0,58.7599983215332,26203257.371509552,33221,2021-11-02,2021-09-30,101020,-0.022568848,7,5
2857,25304,2021Q1,64291.0,2021-03-31,0.0482884459197521,11.0,17.149999618530273,1354729.919866562,33277,2021-02-25,2020-12-31,202010,-0.24377628,7,4
2858,25304,2021Q2,64294.0,2021-06-30,-0.0892060622572898,11.0,20.420000076293945,1616569.7260398865,33278,2021-05-04,2021-03-31,202010,0.11474904,-2,-5
2859,25304,2021Q3,64297.0,2021-09-30,-0.0707236304879188,11.0,16.950000762939453,1342270.5604171753,33279,2021-08-03,2021-06-30,202010,-0.0353017,-2,-3
2860,25304,2021Q4,64300.0,2021-12-31,0.1460904777050018,11.0,16.709999084472656,1323498.7674865725,33280,2021-11-02,2021-09-30,202010,-0.22952326,-1,-2
2861,25419,2021Q1,64315.0,2021-03-31,0.1592487543821335,11.0,220.3500061035156,13831810.583129885,33336,2021-01-27,2020-12-31,252010,-0.023526369,0,0
2862,25419,2021Q2,64318.0,2021-06-30,-0.0804335549473762,11.0,218.0200042724609,13653502.767562866,33337,2021-04-21,2021-03-31,252010,-0.004561368,0,-10
2863,25419,2021Q3,64321.0,2021-09-30,-0.0797634571790695,11.0,203.8600006103516,12782633.618270874,33338,2021-07-21,2021-06-30,252010,-0.0082452865,0,-2
2864,25419,2021Q4,64324.0,2021-12-31,0.0777073502540588,11.0,234.66000366210935,14253952.60244751,33339,2021-10-21,2021-09-30,252010,0.033140294,0,-1
2865,25452,2021Q3,64333.0,2021-09-30,0.2720587253570557,11.0,8.649999618530273,84086.64629173279,33380,2021-08-13,2021-06-30,452010,-0.0023926522,1,-1
2867,25487,2021Q1,64339.0,2021-03-31,0.305850625038147,11.0,72.54000091552734,5077800.064086914,33433,2021-02-16,2020-12-31,203040,-0.021412725,-2,-3
2868,25487,2021Q2,64342.0,2021-06-30,-0.1130721941590309,11.0,77.88999938964844,5452299.957275391,33434,2021-05-03,2021-03-31,203040,-0.07872868,4,-2
2869,25487,2021Q3,64345.0,2021-09-30,0.2838567793369293,11.0,116.51000213623048,6757580.123901367,33435,2021-08-03,2021-06-30,203040,-0.070206895,6,5
2870,25487,2021Q4,64348.0,2021-12-31,-0.2448013424873352,11.0,207.3699951171875,11612719.7265625,33436,2021-11-01,2021-09-30,203040,1.035535,4,2
2871,25582,2021Q2,64354.0,2021-06-30,-0.0087590739130973,11.0,216.1499938964844,44307290.34887695,33485,2021-04-30,2021-03-31,201010,0.023659378,-5,-182
2872,25590,2021Q1,64363.0,2021-03-31,0.1099252477288246,11.0,49.9900016784668,4557238.523014069,33541,2021-02-04,2020-12-31,551020,0.0120260175,7,5
2873,25590,2021Q2,64366.0,2021-06-30,0.0157063137739896,11.0,52.25,4763789.25,33542,2021-05-06,2021-03-31,551020,0.024570737,7,5
2874,25590,2021Q3,64369.0,2021-09-30,0.022485988214612,11.0,52.52000045776367,4788826.161739349,33543,2021-08-05,2021-06-30,551020,0.013327166,0,-2
2875,25590,2021Q4,64372.0,2021-12-31,0.1139075756072998,11.0,63.93999862670898,5830688.474769592,33544,2021-11-04,2021-09-30,551020,0.010799648,0,-2
2876,25785,2021Q1,64375.0,2021-03-31,0.0470085628330707,11.0,12.25,47871076.75,33642,2021-02-04,2020-12-31,251020,0.033373218,2,0
2877,25785,2021Q2,64378.0,2021-06-30,0.0227116271853447,11.0,14.859999656677246,58262967.77390289,33643,2021-04-28,2021-03-31,251020,-0.09810221,1,-1
2878,25785,2021Q3,64381.0,2021-09-30,0.0867229551076889,11.0,14.15999984741211,55562593.32125855,33644,2021-07-28,2021-06-30,251020,0.014183903,-1,-3
2879,25785,2021Q4,64384.0,2021-12-31,0.0823345407843589,11.0,20.770000457763672,81530331.32690048,33645,2021-10-27,2021-09-30,251020,0.070287846,0,-2
2880,25953,2021Q1,64387.0,2021-03-31,0.1125263869762421,11.0,137.1300048828125,19727111.11242676,33702,2021-01-28,2020-12-31,201060,-0.03300354,0,-2
2881,25953,2021Q2,64390.0,2021-06-30,0.0006644923705607,11.0,150.60000610351562,21675407.078460693,33703,2021-04-20,2021-03-31,201060,0.06756691,0,-2
2882,25953,2021Q3,64393.0,2021-09-30,-0.1081670150160789,11.0,155.5,22380648.5,33704,2021-07-20,2021-06-30,201060,0.05350008,-1,-3
2883,25953,2021Q4,64396.0,2021-12-31,0.1083307862281799,11.0,181.6000061035156,26147676.878814697,33705,2021-10-19,2021-09-30,201060,0.0018265754,0,-2
2884,26084,2021Q2,64402.0,2021-06-30,-0.0491642095148563,11.0,9.670000076293944,148705.2611732483,33744,2021-04-29,2021-03-31,451020,-0.06404648,9,7
2885,26084,2021Q3,64405.0,2021-09-30,-0.0720930621027946,11.0,7.980000019073486,122317.4402923584,33745,2021-07-29,2021-06-30,451020,-0.018903563,9,7
2886,26084,2021Q4,64408.0,2021-12-31,0.2620253264904022,11.0,9.970000267028809,153039.5040988922,33746,2021-11-09,2021-09-30,451020,0.021637423,21,19
2887,26403,2021Q1,64423.0,2021-03-31,-0.0239102263003587,11.0,184.5200042724609,334952521.03564453,33819,2021-02-11,2020-12-31,502020,-0.011379428,9,7
2888,26403,2021Q2,64426.0,2021-06-30,-0.0161208491772413,11.0,175.77000427246094,319362145.402771,33820,2021-05-13,2021-03-31,502020,-0.05619868,9,7
2889,26403,2021Q3,64429.0,2021-09-30,-0.0669057071208953,11.0,169.1699981689453,307403371.2627411,33821,2021-08-12,2021-06-30,502020,0.012965827,9,7
2890,26403,2021Q4,64432.0,2021-12-31,0.0689441412687301,11.0,154.88999938964844,281536736.7305908,33822,2021-11-10,2021-09-30,502020,-0.08021292,-1,-3
2891,26607,2021Q1,64435.0,2021-03-31,0.1333446800708771,11.0,132.75999450683594,414513.0726776123,33952,2021-03-01,2020-12-31,253010,0.12271299,2,5
2892,26607,2021Q2,64438.0,2021-06-30,-0.0043703373521566,11.0,159.47000122070312,491196.4325256348,33953,2021-05-07,2021-03-31,253010,0.10919148,0,-2
2893,26607,2021Q3,64441.0,2021-09-30,-0.0173863787204027,11.0,171.80999755859375,525214.9102172852,33954,2021-08-06,2021-06-30,253010,-0.037733734,0,-2
2894,26607,2021Q4,64444.0,2021-12-31,0.0049341809935867,11.0,142.57000732421875,438842.3451538086,33955,2021-11-05,2021-09-30,253010,-0.06609897,0,-2
2895,26614,2021Q1,64447.0,2021-03-31,-0.0887097045779228,11.0,22.57999992370605,2289544.252264023,34009,2021-02-24,2020-12-31,551020,0.03593274,-1,-3
2896,26614,2021Q2,64450.0,2021-06-30,-0.0160352420061826,11.0,25.93000030517578,2915076.5643081665,34010,2021-05-05,2021-03-31,551020,-0.028179687,0,-2
2897,26614,2021Q3,64453.0,2021-09-30,-0.1308947652578354,11.0,21.26000022888184,2390623.245737076,34011,2021-08-04,2021-06-30,551020,-0.010448959,0,-2
2898,26614,2021Q4,64456.0,2021-12-31,0.1246808841824532,11.0,26.1200008392334,2937141.854370117,34012,2021-11-03,2021-09-30,551020,-0.049289394,0,-2
2903,26710,2021Q1,64483.0,2021-03-31,0.0725788995623588,11.0,51.27999877929688,13694169.834014893,34123,2021-02-08,2020-12-31,403010,-0.0154800825,0,-2
2904,26710,2021Q2,64486.0,2021-06-30,-0.0638917312026023,11.0,54.650001525878906,14382568.801574709,34124,2021-05-03,2021-03-31,403010,0.0068004387,0,-2
2905,26710,2021Q3,64489.0,2021-09-30,-0.0347234420478344,11.0,53.93000030517578,13874732.968513489,34125,2021-08-02,2021-06-30,403010,-0.0084032025,0,-2
2906,26710,2021Q4,64492.0,2021-12-31,0.0804339572787284,11.0,57.7599983215332,14652787.41419983,34126,2021-11-01,2021-09-30,403010,0.01607112,0,-2
2907,26825,2021Q1,64495.0,2021-03-31,0.1067406013607979,11.0,63.29999923706055,21544471.240329742,34182,2021-02-11,2020-12-31,302020,-0.011599827,7,5
2908,26825,2021Q2,64498.0,2021-06-30,-0.0177125670015811,11.0,64.33000183105469,21904108.3034668,34183,2021-05-06,2021-03-31,302020,0.06349221,0,5
2909,26825,2021Q3,64501.0,2021-09-30,0.0123534807935357,11.0,63.91999816894531,21788985.05583191,34184,2021-08-05,2021-06-30,302020,-0.005836587,0,5
2910,26825,2021Q4,64504.0,2021-12-31,0.0529584474861621,11.0,64.41999816894531,21975143.03538513,34185,2021-11-04,2021-09-30,302020,0.0055210744,0,5
2911,27043,2021Q1,64507.0,2021-03-31,0.0071888770908117,11.0,176.52999877929688,16212338.557891846,34240,2021-01-26,2020-12-31,351010,0.022307727,-1,-3
2912,27334,2021Q1,64522.0,2021-03-31,0.1330809146165848,11.0,164.5800018310547,8670074.496459961,34319,2021-02-04,2020-12-31,201020,-0.0050426,-5,-2
2913,27334,2021Q2,64525.0,2021-06-30,-0.0048876996152102,11.0,191.3800048828125,9988505.21484375,34320,2021-04-22,2021-03-31,201020,0.06893218,0,0
2914,27334,2021Q3,64528.0,2021-09-30,-0.0567050017416477,11.0,198.7899932861328,10362127.19003296,34321,2021-07-22,2021-06-30,201020,-0.006998269,0,0
2915,27334,2021Q4,64531.0,2021-12-31,0.1017761901021004,11.0,248.1199951171875,12972953.944702148,34322,2021-10-21,2021-09-30,201020,0.044657644,0,0
2916,27422,2021Q1,64534.0,2021-03-31,0.5074962973594666,11.0,20.11000061035156,10033020.074508669,34371,2021-02-25,2020-12-31,151040,-0.19735251,7,5
2917,27422,2021Q3,64540.0,2021-09-30,-0.155943751335144,11.0,19.809999465942383,9899750.083112717,34372,2021-07-22,2021-06-30,151040,0.06506741,-7,-9
2918,27422,2021Q4,64543.0,2021-12-31,0.0697788745164871,11.0,21.770000457763672,10886981.298923492,34373,2021-10-22,2021-09-30,151040,0.15322788,0,-2
2919,27430,2021Q1,64546.0,2021-03-31,-0.0220126155763864,11.0,55.97999954223633,2826262.236888885,34421,2021-02-22,2020-12-31,251010,0.3231985,0,-2
2920,27430,2021Q2,64548.0,2021-05-28,0.0437795966863632,11.0,59.380001068115234,3000115.173965454,34422,2021-05-06,2021-03-31,251010,-0.0012308945,0,-2
2925,27618,2021Q1,64587.0,2021-03-31,0.0648350715637207,11.0,9.6899995803833,546154.9588088989,34554,2021-03-04,2020-12-31,403010,0.059950225,-4,-2
2926,27618,2021Q2,64590.0,2021-06-30,-0.0792290940880775,11.0,8.600000381469727,473232.7591381073,34555,2021-05-05,2021-03-31,403010,-0.061931614,2,-1
2927,27618,2021Q3,64593.0,2021-09-30,-0.0518624261021614,11.0,8.95989990234375,475964.01460170746,34556,2021-08-03,2021-06-30,403010,-0.056603212,1,-1
2928,27618,2021Q4,64596.0,2021-12-31,0.0107962116599082,11.0,7.489999771118164,385225.6682281494,34557,2021-11-08,2021-09-30,403010,-0.06896069,7,5
2929,27633,2021Q1,64599.0,2021-03-31,0.1162757128477097,11.0,75.6500015258789,4072012.632133484,34613,2021-02-11,2020-12-31,203040,-0.04984929,0,-2
2930,27633,2021Q2,64602.0,2021-06-30,-0.0912091806530952,11.0,74.33000183105469,4004157.198638916,34614,2021-04-28,2021-03-31,203040,0.06856603,0,-2
2931,27633,2021Q3,64605.0,2021-09-30,0.0405082553625106,11.0,82.70999908447266,4447647.490768433,34615,2021-07-28,2021-06-30,203040,0.049319293,0,-2
2932,27633,2021Q4,64608.0,2021-12-31,-0.0078238025307655,11.0,82.43000030517578,4425914.006385803,34616,2021-10-27,2021-09-30,203040,-0.0377456,0,-2
2933,27684,2021Q1,64611.0,2021-03-31,0.0958759859204292,11.0,41.5099983215332,4128376.8830680847,34672,2021-01-27,2020-12-31,452030,-0.062905185,6,4
2934,27684,2021Q2,64614.0,2021-06-30,-0.0853381603956222,11.0,40.08000183105469,3988040.342193604,34673,2021-04-28,2021-03-31,452030,-0.013946878,-1,0
2935,27684,2021Q3,64617.0,2021-09-30,-0.0803261995315551,11.0,36.970001220703125,3680807.261535645,34674,2021-08-11,2021-06-30,452030,-0.0137193035,6,4
2936,27684,2021Q4,64620.0,2021-12-31,0.136752113699913,11.0,41.22999954223633,4058268.854942322,34675,2021-10-28,2021-09-30,452030,0.017874997,1,-1
2937,27887,2021Q1,64635.0,2021-03-31,0.0855965241789817,11.0,84.33999633789062,42656808.62780762,34795,2021-02-04,2020-12-31,351010,0.006860651,0,-42
2938,27887,2021Q2,64638.0,2021-06-30,-0.0163176171481609,11.0,80.5,40479586.0,34796,2021-04-29,2021-03-31,351010,-0.014518077,0,-2
2939,27887,2021Q3,64641.0,2021-09-30,0.0589084103703498,11.0,80.43000030517578,40207761.452560425,34797,2021-07-29,2021-06-30,351010,-0.05428077,0,-2
2940,27887,2021Q4,64644.0,2021-12-31,0.1548879742622375,11.0,85.83999633789062,42979485.28640747,34798,2021-10-28,2021-09-30,351010,-0.03270933,0,-2
2941,27888,2021Q1,64647.0,2021-03-31,0.0417624562978744,11.0,108.76000213623048,6898103.1354904175,34854,2021-01-28,2020-12-31,401010,-0.031758416,0,-2
2942,27888,2021Q2,64650.0,2021-06-30,-0.0721563994884491,11.0,112.0,7117040.0,34855,2021-04-29,2021-03-31,401010,0.019065868,0,-2
2943,27888,2021Q3,64653.0,2021-09-30,0.0385221615433692,11.0,118.62000274658205,7550163.174819946,34856,2021-07-29,2021-06-30,401010,0.016653232,0,-2
2944,27888,2021Q4,64656.0,2021-12-31,0.0014298220630735,11.0,126.06999969482422,8032550.030555725,34857,2021-10-28,2021-09-30,401010,0.017842352,0,-2
2945,27959,2021Q1,64671.0,2021-03-31,0.1278187036514282,11.0,96.52999877929688,74252516.0710144,34914,2021-02-11,2020-12-31,551010,-0.037059575,0,-2
2946,27959,2021Q2,64674.0,2021-06-30,-0.0149670718237757,11.0,98.72000122070312,75937300.61898804,34915,2021-05-10,2021-03-31,551010,0.033299085,0,-3
2947,27959,2021Q3,64677.0,2021-09-30,-0.0675521418452262,11.0,97.58999633789062,75068079.39303589,34916,2021-08-05,2021-06-30,551010,0.0025563103,0,-6
2948,27959,2021Q4,64680.0,2021-12-31,0.0813318118453025,11.0,104.9000015258789,80691074.27373505,34917,2021-11-04,2021-09-30,551010,-0.0054073287,0,-2
2949,27983,2021Q1,64695.0,2021-03-31,-0.0376765727996826,11.0,24.270000457763672,4814828.310813904,34972,2021-01-26,2020-12-31,452020,-0.00080238323,0,-2
2950,27983,2021Q2,64698.0,2021-06-30,0.0123666953295469,11.0,23.489999771118164,4508834.986066818,34973,2021-04-20,2021-03-31,452020,-0.013330672,-7,-9
2951,27983,2021Q3,64701.0,2021-09-30,-0.0928476303815841,11.0,20.170000076293945,3600062.633617401,34974,2021-07-27,2021-06-30,452020,0.030075504,0,-2
2952,27983,2021Q4,64704.0,2021-12-31,0.2426709681749344,11.0,22.63999938964844,3608680.062713623,34975,2021-10-26,2021-09-30,452020,-0.12409225,0,-2
2953,27991,2021Q1,64707.0,2021-03-31,0.1633061319589615,11.0,81.3499984741211,9167494.028045654,35032,2021-02-24,2020-12-31,551010,-0.013493116,5,3
2954,27991,2021Q2,64710.0,2021-06-30,-0.0308583658188581,11.0,81.97000122070312,9242199.607635498,35033,2021-05-05,2021-03-31,551010,-0.008216365,-2,-4
2955,27991,2021Q3,64713.0,2021-09-30,-0.05903772264719,11.0,72.36000061035156,8161195.028839111,35034,2021-08-05,2021-06-30,551010,-0.009543865,0,-2
2956,27991,2021Q4,64716.0,2021-12-31,0.085165150463581,11.0,70.58999633789062,7963892.796844482,35035,2021-11-05,2021-09-30,551010,-0.022924779,8,5
2957,28118,2021Q1,64719.0,2021-03-31,0.0081194955855607,11.0,24.950000762939453,137000.45418930054,35085,2021-03-03,2020-12-31,101020,0.009579227,0,-2
2958,28118,2021Q2,64722.0,2021-06-30,0.0175850242376327,11.0,26.040000915527344,145381.32511138916,35086,2021-05-05,2021-03-31,101020,0.03133039,0,-3
2959,28118,2021Q3,64725.0,2021-09-30,0.1979124993085861,11.0,29.84000015258789,166954.80085372925,35087,2021-08-04,2021-06-30,101020,0.09086926,0,-2
2960,28118,2021Q4,64728.0,2021-12-31,0.2247722595930099,11.0,36.290000915527344,203478.03513336185,35088,2021-11-03,2021-09-30,101020,-0.023915876,0,0
2961,28222,2021Q1,64731.0,2021-03-31,0.1064861938357353,11.0,281.3399963378906,62189924.85049439,35144,2021-02-04,2020-12-31,151010,-0.088864654,13,11
2962,28222,2021Q2,64734.0,2021-06-30,-0.0349730066955089,11.0,287.67999267578125,63667609.89904785,35145,2021-05-10,2021-03-31,151010,0.03202428,18,16
2963,28222,2021Q3,64737.0,2021-09-30,-0.0441542938351631,11.0,256.1099853515625,56693786.90734863,35146,2021-08-09,2021-06-30,151010,-0.048956823,18,16
2964,28222,2021Q4,64740.0,2021-12-31,0.0637350678443908,11.0,304.260009765625,67449576.00488281,35147,2021-11-04,2021-09-30,151010,0.029925056,-6,-8
2965,28345,2021Q1,64755.0,2021-03-31,0.0048989541828632,11.0,16.40999984741211,2532341.9464530945,35245,2021-01-28,2020-12-31,101020,0.0054054568,0,-2
2966,28345,2021Q2,64758.0,2021-06-30,0.0733056738972663,11.0,23.280000686645508,3594432.1060180664,35246,2021-05-06,2021-03-31,101020,0.083403,1,-2
2967,28345,2021Q3,64761.0,2021-09-30,0.1745060682296753,11.0,24.96999931335449,3856241.843957901,35247,2021-08-05,2021-06-30,101020,-0.0020016804,0,-2
2968,28345,2021Q4,64764.0,2021-12-31,-0.0176824424415826,11.0,26.11000061035156,4032924.584274292,35248,2021-11-04,2021-09-30,101020,-0.051064357,0,-2
2973,28484,2021Q1,64779.0,2021-03-31,0.0836258754134178,11.0,70.76000213623047,21722400.775794983,35358,2021-01-27,2020-12-31,101020,-0.022155335,0,-2
2974,28484,2021Q2,64782.0,2021-06-30,0.0447387248277664,11.0,87.31999969482422,26931321.62587738,35359,2021-04-28,2021-03-31,101020,0.09883812,-7,-10
2975,28484,2021Q3,64785.0,2021-09-30,0.1397818326950073,11.0,78.11000061035156,24188558.2190094,35360,2021-07-28,2021-06-30,101020,0.00903337,0,-2
2976,28484,2021Q4,64788.0,2021-12-31,-0.0032205833122134,11.0,74.02999877929688,22929089.431915283,35361,2021-10-27,2021-09-30,101020,-0.030513085,0,-2
2977,28564,2021Q1,64791.0,2021-03-31,-0.0332607626914978,11.0,31.059999465942383,1004728.8627243042,35415,2021-02-09,2020-12-31,452030,-0.03576641,7,5
2978,28564,2021Q2,64794.0,2021-06-30,-0.0274509843438863,11.0,37.15999984741211,1202051.675064087,35416,2021-04-29,2021-03-31,452030,0.04514846,7,5
2979,28564,2021Q3,64797.0,2021-09-30,-0.1177309527993202,11.0,30.90999984741211,1002318.5650520324,35417,2021-07-27,2021-06-30,452030,-0.00060952833,-3,-5
2980,28564,2021Q4,64800.0,2021-12-31,0.0551091022789478,11.0,36.720001220703125,1183302.0393371582,35418,2021-10-27,2021-09-30,452030,0.113686435,-1,-3
2982,28804,2021Q1,64815.0,2021-03-31,0.0644417479634285,11.0,69.20999908447266,8608962.57611847,35485,2021-01-26,2020-12-31,203020,-0.0966289,-2,-2
2983,28804,2021Q2,64818.0,2021-06-30,-0.1284681558609009,11.0,60.310001373291016,7507509.590950012,35486,2021-04-22,2021-03-31,203020,0.0035317242,-14,-14
2984,28804,2021Q3,64821.0,2021-09-30,0.0219741594046354,11.0,58.59999847412109,7338653.608909607,35487,2021-07-22,2021-06-30,203020,0.03435269,0,-2
2985,28804,2021Q4,64824.0,2021-12-31,0.0726785808801651,11.0,52.09999847412109,6528702.908790588,35488,2021-10-21,2021-09-30,203020,-0.07398093,0,-2
2990,29209,2021Q1,64851.0,2021-03-31,0.1053261235356331,11.0,110.81999969482422,8267504.437232971,35655,2021-02-04,2020-12-31,452030,-0.031362694,0,-2
2991,29209,2021Q2,64854.0,2021-06-30,-0.0540181174874305,11.0,113.83000183105467,8442543.575805664,35656,2021-05-06,2021-03-31,452030,0.0333259,7,5
2992,29209,2021Q3,64857.0,2021-09-30,-0.0736677125096321,11.0,112.29000091552734,8064555.575752258,35657,2021-08-05,2021-06-30,452030,-0.01947737,7,5
2993,29209,2021Q4,64860.0,2021-12-31,0.1037402600049973,11.0,134.27000427246094,9349086.127487184,35658,2021-11-04,2021-09-30,452030,0.016769726,7,5
2994,29612,2021Q1,64863.0,2021-03-31,0.0679395049810409,11.0,91.16999816894533,3533749.1290283203,35752,2021-01-28,2020-12-31,201070,-0.09453528,7,5
2995,29612,2021Q2,64866.0,2021-06-30,-0.0704369321465492,11.0,91.05999755859376,3538500.4451293945,35753,2021-04-29,2021-03-31,201070,-0.0019227534,0,-2
2996,29612,2021Q3,64869.0,2021-09-30,0.0148631883785128,11.0,90.12999725341795,3472889.054168701,35754,2021-08-17,2021-06-30,201070,0.0057433136,6,4
2997,29612,2021Q4,64872.0,2021-12-31,0.0805976018309593,11.0,102.6999969482422,3949533.78263855,35755,2021-10-27,2021-09-30,201070,-0.0151089765,0,-2
3006,30648,2021Q1,64959.0,2021-03-31,-0.0370540991425514,11.0,41.84000015258789,2025516.2473869324,36028,2021-02-11,2020-12-31,453010,0.06392376,0,-1
3007,30648,2021Q2,64962.0,2021-06-30,-0.0115529363974928,11.0,36.790000915527344,1787846.8844909668,36029,2021-04-29,2021-03-31,453010,-0.11030675,-6,-7
3008,30648,2021Q3,64965.0,2021-09-30,-0.1048206239938736,11.0,31.940000534057617,1554966.986000061,36030,2021-07-29,2021-06-30,453010,-0.031773318,0,-2
3009,30648,2021Q4,64968.0,2021-12-31,0.1552926450967789,11.0,38.09000015258789,1849231.4174079893,36031,2021-10-28,2021-09-30,453010,0.017157095,0,-2
3010,30681,2021Q1,64983.0,2021-03-31,0.0890440568327903,11.0,74.1500015258789,15946180.278144836,36088,2021-02-18,2020-12-31,502010,0.022984043,9,7
3011,30681,2021Q2,64986.0,2021-06-30,-0.0188472773879766,11.0,79.98999786376953,17204328.730537415,36089,2021-04-20,2021-03-31,502010,0.023904638,-7,-9
3012,30681,2021Q3,64989.0,2021-09-30,-0.0008194775437004,11.0,72.45999908447266,15536003.483703611,36090,2021-07-20,2021-06-30,502010,-0.05266313,-7,-9
3013,30681,2021Q4,64992.0,2021-12-31,0.0989451706409454,11.0,73.2699966430664,15574197.216453552,36091,2021-10-19,2021-09-30,502010,-0.04696906,-7,-9
3014,30940,2021Q1,65007.0,2021-03-31,0.0543243624269962,11.0,38.810001373291016,5056011.73890686,36174,2021-02-23,2020-12-31,201060,-0.068438865,5,6
3015,30940,2021Q2,65010.0,2021-06-30,-0.0441141724586486,11.0,40.31999969482422,5254300.760231018,36175,2021-05-03,2021-03-31,201060,0.019734727,-3,-5
3016,30940,2021Q3,65013.0,2021-09-30,-0.1029071509838104,11.0,34.66999816894531,4516217.971481323,36176,2021-08-05,2021-06-30,201060,-0.081176594,7,5
3017,30940,2021Q4,65016.0,2021-12-31,0.0273515954613685,11.0,30.600000381469727,3986200.8496932974,36177,2021-10-27,2021-09-30,201060,-0.10028331,-8,-10
3018,31077,2021Q1,65031.0,2021-03-31,0.0756659880280494,11.0,74.56999969482422,2367821.2003097534,36249,2021-02-08,2020-12-31,201010,0.090339944,5,3
3019,31077,2021Q2,65032.0,2021-04-30,0.0036207139492034,11.0,74.83999633789062,2376394.403717041,36250,2021-05-10,2021-03-31,201010,0.0057654856,5,3
3020,31480,2021Q1,65035.0,2021-03-31,0.0509803630411624,11.0,26.799999237060547,167446.3952331543,36357,2021-03-15,2020-12-31,201060,0.0332089,18,10
3021,31480,2021Q3,65041.0,2021-09-30,-0.0753399208188057,11.0,25.15999984741211,157199.67904663086,36358,2021-08-12,2021-06-30,201060,-0.096769445,14,5
3022,31480,2021Q4,65044.0,2021-12-31,-0.0013941385550424,11.0,25.06999969482422,157088.61808776855,36359,2021-11-10,2021-09-30,201060,0.053474292,1,0
3024,32651,2021Q1,65085.0,2021-03-31,-0.1272971034049988,11.0,5.690000057220459,3045219.750623703,36556,2021-02-18,2020-12-31,151040,0.024974726,14,12
