,permno,Quarter,Unnamed: 0_x,date,ret,shrcd,price,me,Unnamed: 0_y,ea_date,fiscal_period,gics_6d,ret_ex_3d,date_diff,doy_diff,weekday,most_popular_weekday,fraction_on_most_popular_weekday,quantile_group,fraction_of_zeros
1192,14593,2021Q3,12951.0,2021-09-30,-0.0680366307497024,11.0,141.5,2324390219.0,20885,2021-07-27,2021-06-30,452020,-0.0127041675,-2,-4,Tuesday,Wednesday,0.5,above_median,0.25
1193,14593,2021Q4,12954.0,2021-12-31,0.0742286965250969,11.0,177.57000732421875,2902368096.8237915,20886,2021-10-28,2021-09-30,452020,-0.014102368,0,-2,Thursday,Wednesday,0.5,below_median,0.25
1194,14596,2021Q1,12957.0,2021-03-31,-0.156067818403244,11.0,156.3300018310547,10478643.692733765,20919,2021-02-22,2020-12-31,451030,0.04823036,4,3,Monday,Monday,0.5,above_median,0.0
1195,14596,2021Q2,12960.0,2021-06-30,0.035516619682312,11.0,183.38999938964844,12412568.718688965,20920,2021-04-29,2021-03-31,451030,0.071104385,-5,-6,Thursday,Monday,0.5,above_median,0.0
1196,14596,2021Q3,12963.0,2021-09-30,0.0095431320369243,11.0,159.74000549316406,10867751.533721924,20921,2021-07-29,2021-06-30,451030,0.02385892,-5,-6,Thursday,Monday,0.5,above_median,0.0
1197,14596,2021Q4,12966.0,2021-12-31,-0.0351998470723629,11.0,137.32000732421875,9404772.661621094,20922,2021-11-08,2021-09-30,451030,0.10687411,11,9,Monday,Monday,0.5,above_median,0.0
1226,14625,2021Q1,13161.0,2021-03-31,0.1472708433866501,11.0,11.079999923706056,309852.1978664398,21196,2021-03-03,2020-12-31,403010,0.028572943,6,4,Wednesday,Thursday,0.5,above_median,0.0
1227,14625,2021Q2,13164.0,2021-06-30,0.0372148863971233,11.0,8.579999923706055,239939.69786643985,21197,2021-05-05,2021-03-31,403010,-0.07693044,2,0,Wednesday,Thursday,0.5,above_median,0.0
1228,14625,2021Q3,13167.0,2021-09-30,-0.0185714364051818,11.0,6.809999942779541,190727.6683974266,21198,2021-08-05,2021-06-30,403010,0.015806483,3,1,Thursday,Thursday,0.5,above_median,0.0
1229,14625,2021Q4,13170.0,2021-12-31,-0.1081080734729767,11.0,5.880000114440918,163934.4031906128,21199,2021-11-04,2021-09-30,403010,-0.010101979,2,1,Thursday,Thursday,0.5,above_median,0.0
1255,14707,2021Q1,13701.0,2021-03-31,0.1209027394652367,11.0,20.86000061035156,985447.2888336182,21857,2021-02-25,2020-12-31,352010,0.018351452,0,-2,Thursday,Thursday,0.5,below_median,0.25
1256,14707,2021Q2,13704.0,2021-06-30,-0.0544324032962322,11.0,18.239999771118164,861931.1891841888,21858,2021-05-07,2021-03-31,352010,-0.018017715,1,-1,Friday,Thursday,0.5,below_median,0.25
1257,14707,2021Q3,13707.0,2021-09-30,-0.1046175956726074,11.0,12.40999984741211,587315.6527786255,21859,2021-08-05,2021-06-30,352010,-0.047090605,-4,-6,Thursday,Thursday,0.5,above_median,0.25
1258,14707,2021Q4,13710.0,2021-12-31,-0.5795868635177612,11.0,6.920000076293945,329184.403629303,21860,2021-11-08,2021-09-30,352010,-0.12863292,4,2,Monday,Thursday,0.5,above_median,0.25
1275,14751,2021Q1,13932.0,2021-03-31,0.788898229598999,11.0,42.540000915527344,679533.9746246338,22032,2021-03-03,2020-12-31,201070,0.5161138,6,4,Wednesday,Wednesday,0.75,above_median,0.25
1276,14751,2021Q2,13935.0,2021-06-30,0.0,11.0,61.41999816894531,962144.2713165284,22033,2021-05-05,2021-03-31,201070,0.03703009,0,-2,Wednesday,Wednesday,0.75,below_median,0.25
1277,14751,2021Q3,13938.0,2021-09-30,-0.0012267270358279,11.0,89.55999755859375,1336503.8435668943,22034,2021-08-09,2021-06-30,201070,0.29715925,4,3,Monday,Wednesday,0.75,above_median,0.25
1278,14751,2021Q4,13941.0,2021-12-31,-0.0275309514254331,11.0,122.56999969482422,1788664.0055465698,22035,2021-11-03,2021-09-30,201070,0.3053818,-1,-3,Wednesday,Wednesday,0.75,below_median,0.25
1283,14761,2021Q1,13965.0,2021-03-31,0.0943662077188491,11.0,7.769999980926514,192967.94952631,22176,2021-03-08,2020-12-31,151010,-0.032170504,-1,-2,Monday,Wednesday,0.6666666666666666,below_median,0.0
1284,14761,2021Q3,13971.0,2021-09-30,-0.0261903963983058,11.0,8.180000305175781,199542.927444458,22177,2021-08-04,2021-06-30,151010,-0.03840124,1,-1,Wednesday,Wednesday,0.6666666666666666,below_median,0.0
1285,14761,2021Q4,13974.0,2021-12-31,-0.0571761727333068,11.0,8.079999923706055,197168.15813827515,22178,2021-11-03,2021-09-30,151010,-0.0027652704,1,-1,Wednesday,Wednesday,0.6666666666666666,below_median,0.0
1300,14781,2021Q1,14073.0,2021-03-31,0.0594817586243152,11.0,17.989999771118164,662625.6615695953,22303,2021-03-10,2020-12-31,502010,-0.051433053,7,5,Wednesday,Friday,0.5,above_median,0.0
1301,14781,2021Q2,14074.0,2021-04-30,-0.030572498217225,11.0,17.440000534057617,643082.5796928406,22304,2021-05-07,2021-03-31,502010,-0.008466293,2,-30,Friday,Friday,0.5,above_median,0.0
1302,14782,2021Q1,14077.0,2021-03-31,-0.2123811691999435,11.0,76.20999908447266,3052667.7233276367,22327,2021-02-10,2020-12-31,403010,-0.14264423,-1,-3,Wednesday,Thursday,0.5,below_median,0.25
1303,14782,2021Q2,14080.0,2021-06-30,0.2764777839183807,11.0,115.0999984741211,4630588.038612366,22328,2021-04-29,2021-03-31,403010,-0.0015891638,0,-2,Thursday,Thursday,0.5,below_median,0.25
1304,14782,2021Q3,14083.0,2021-09-30,-0.1518891006708145,11.0,77.66999816894531,3135071.8060913086,22329,2021-08-05,2021-06-30,403010,-0.15006554,2,0,Thursday,Thursday,0.5,above_median,0.25
1305,14782,2021Q4,14086.0,2021-12-31,0.070629246532917,11.0,132.02999877929688,5343914.200592041,22330,2021-11-03,2021-09-30,403010,0.0885705,6,4,Wednesday,Thursday,0.5,above_median,0.25
1307,14795,2021Q1,14161.0,2021-03-31,0.0359923392534256,11.0,81.16999816894531,6165835.400909424,22486,2021-02-04,2020-12-31,201060,-0.12974524,1,-1,Thursday,Monday,0.5,below_median,0.25
1308,14795,2021Q2,14164.0,2021-06-30,-0.0888637751340866,11.0,80.58999633789062,6123469.691741943,22487,2021-04-28,2021-03-31,201060,0.027864339,-2,-4,Wednesday,Monday,0.5,above_median,0.25
1309,14795,2021Q3,14167.0,2021-09-30,-0.1104161366820335,11.0,65.41999816894531,4988863.640365601,22488,2021-08-02,2021-06-30,201060,-0.025773838,0,-2,Monday,Monday,0.5,below_median,0.25
1310,14795,2021Q4,14170.0,2021-12-31,0.0525596067309379,11.0,69.29000091552734,5256339.469451904,22489,2021-11-01,2021-09-30,201060,-0.0014298045,4,2,Monday,Monday,0.5,above_median,0.25
1311,14797,2021Q1,14173.0,2021-03-31,-0.1389732509851456,11.0,68.08999633789062,3536390.1398010254,22502,2021-02-24,2020-12-31,352010,0.04775294,-1,-3,Wednesday,Thursday,0.5,below_median,0.25
1312,14797,2021Q2,14176.0,2021-06-30,0.1383083909749985,11.0,91.5199966430664,4809650.383583069,22503,2021-05-05,2021-03-31,352010,0.021928973,6,4,Wednesday,Thursday,0.5,above_median,0.25
1313,14797,2021Q3,14179.0,2021-09-30,-0.1352347135543823,11.0,63.369998931884766,3344478.4336280823,22504,2021-07-29,2021-06-30,352010,-0.014860876,-5,-7,Thursday,Thursday,0.5,above_median,0.25
1314,14797,2021Q4,14182.0,2021-12-31,0.0542420074343681,11.0,45.47999954223633,2406938.015773773,22505,2021-10-28,2021-09-30,352010,-0.30810082,0,-2,Thursday,Thursday,0.5,below_median,0.25
1319,14811,2021Q1,14257.0,2021-03-31,-0.0138952294364571,11.0,43.290000915527344,26101913.65427208,22567,2021-02-26,2020-12-31,502020,0.0032744666,2,0,Friday,Friday,0.75,above_median,0.25
1320,14811,2021Q2,14260.0,2021-06-30,0.0797311887145042,11.0,48.209999084472656,27860056.637189865,22568,2021-05-07,2021-03-31,502020,-0.050838314,1,-1,Friday,Friday,0.75,below_median,0.25
1321,14811,2021Q3,14263.0,2021-09-30,0.0172140672802925,11.0,51.40999984741211,28722914.729824062,22569,2021-08-06,2021-06-30,502020,0.02725233,-3,-5,Friday,Friday,0.75,above_median,0.25
1322,14811,2021Q4,14266.0,2021-12-31,0.0380827896296978,11.0,63.2400016784668,32898010.135248184,22570,2021-11-04,2021-09-30,502020,0.002805226,0,-2,Thursday,Friday,0.75,below_median,0.25
1328,14815,2021Q1,14293.0,2021-03-31,0.0244870875030756,11.0,15.479999542236328,567078.8232307434,22597,2021-03-09,2020-12-31,352020,0.06367439,-6,-8,Tuesday,Tuesday,0.75,above_median,0.0
1329,14815,2021Q2,14296.0,2021-06-30,0.0665874481201171,11.0,17.940000534057617,658972.0996170044,22598,2021-05-17,2021-03-31,352020,-0.06309242,14,12,Monday,Tuesday,0.75,above_median,0.0
1330,14815,2021Q3,14299.0,2021-09-30,-0.0792879909276962,11.0,11.380000114440918,418226.3842058182,22599,2021-08-10,2021-06-30,352020,0.0009516686,5,3,Tuesday,Tuesday,0.75,above_median,0.0
1331,14815,2021Q4,14302.0,2021-12-31,0.0693069770932197,11.0,11.880000114440918,437065.2042102814,22600,2021-11-09,2021-09-30,352020,0.022377416,1,-1,Tuesday,Tuesday,0.75,below_median,0.0
1339,14823,2021Q1,14353.0,2021-03-31,-0.1052344739437103,11.0,16.40999984741211,1251049.158367157,22695,2021-03-11,2020-12-31,352020,-0.010490491,0,-2,Thursday,Monday,0.6666666666666666,below_median,0.3333333333333333
1340,14823,2021Q3,14359.0,2021-09-30,-0.0530303418636322,11.0,10.0,766070.0,22696,2021-08-09,2021-06-30,352020,0.03907099,4,1,Monday,Monday,0.6666666666666666,above_median,0.3333333333333333
1341,14823,2021Q4,14362.0,2021-12-31,0.0190057940781116,11.0,6.96999979019165,534822.0239009857,22697,2021-11-08,2021-09-30,352020,0.08953345,4,2,Monday,Monday,0.6666666666666666,above_median,0.3333333333333333
1342,14828,2021Q1,14377.0,2021-03-31,-0.1194117814302444,11.0,74.8499984741211,4371763.860877991,22717,2021-02-24,2020-12-31,352010,0.065152586,-1,-3,Wednesday,Tuesday,0.75,below_median,0.0
1343,14828,2021Q2,14380.0,2021-06-30,-0.183764323592186,11.0,56.810001373291016,3338723.780708313,22718,2021-05-04,2021-03-31,352010,-0.06245847,-2,-4,Tuesday,Tuesday,0.75,above_median,0.0
1344,14828,2021Q3,14383.0,2021-09-30,-0.0411165915429592,11.0,44.310001373291016,2606846.000793457,22719,2021-08-03,2021-06-30,352010,-0.03514359,-6,-8,Tuesday,Tuesday,0.75,above_median,0.0
1345,14828,2021Q4,14386.0,2021-12-31,0.0932922437787056,11.0,42.540000915527344,2507180.033958435,22720,2021-11-02,2021-09-30,352010,0.10453488,-2,-4,Tuesday,Tuesday,0.75,above_median,0.0
1350,14836,2021Q1,14401.0,2021-03-31,-0.084612026810646,11.0,20.8799991607666,691879.6521911621,22778,2021-03-09,2020-12-31,351010,-0.15783946,15,13,Tuesday,Friday,0.5,above_median,0.25
1351,14836,2021Q2,14404.0,2021-06-30,-0.0317280143499374,11.0,17.09000015258789,568430.4950752258,22779,2021-05-10,2021-03-31,351010,-0.094008006,0,-2,Monday,Friday,0.5,below_median,0.25
1352,14836,2021Q3,14407.0,2021-09-30,-0.0003674502659123,11.0,27.200000762939453,909976.0255241394,22780,2021-08-06,2021-06-30,351010,0.11889563,3,1,Friday,Friday,0.5,above_median,0.25
1353,14836,2021Q4,14410.0,2021-12-31,0.0201717969030141,11.0,27.309999465942383,922750.2619552612,22781,2021-11-05,2021-09-30,351010,-0.011280074,4,2,Friday,Friday,0.5,above_median,0.25
1358,14882,2021Q1,14633.0,2021-03-31,-0.0641053617000579,11.0,87.44999694824219,18250726.9131012,22942,2021-02-25,2020-12-31,253010,0.117365636,0,-1,Thursday,Tuesday,0.75,below_median,0.25
1359,14882,2021Q2,14636.0,2021-06-30,-0.0344345942139625,11.0,103.75,22143362.5,22943,2021-05-04,2021-03-31,253010,0.042584136,-6,-8,Tuesday,Tuesday,0.75,above_median,0.25
1360,14882,2021Q3,14639.0,2021-09-30,0.1047919094562531,11.0,112.27999877929688,24002544.45904541,22944,2021-08-03,2021-06-30,253010,-0.021794392,-2,-4,Tuesday,Tuesday,0.75,above_median,0.25
1361,14882,2021Q4,14642.0,2021-12-31,0.0384145565330982,11.0,93.52999877929688,19994843.13903809,22945,2021-11-02,2021-09-30,253010,-0.034363553,-2,-4,Tuesday,Tuesday,0.75,above_median,0.25
1370,14926,2021Q1,14819.0,2021-03-31,0.0811727568507194,11.0,54.060001373291016,6584508.167266846,23111,2021-02-08,2020-12-31,451030,-0.09475668,6,4,Monday,Tuesday,0.5,above_median,0.0
1371,14926,2021Q2,14822.0,2021-06-30,-0.0477646440267562,11.0,49.68999862670898,6037334.833145142,23112,2021-05-06,2021-03-31,451030,-0.03946727,2,0,Thursday,Tuesday,0.5,above_median,0.0
1372,14926,2021Q3,14825.0,2021-09-30,0.0228365585207939,11.0,42.54999923706055,5101744.90852356,23113,2021-08-17,2021-06-30,451030,-0.080673255,14,12,Tuesday,Tuesday,0.5,above_median,0.0
1373,14926,2021Q4,14828.0,2021-12-31,0.0802278071641922,11.0,41.7400016784668,4900276.197052002,23114,2021-11-02,2021-09-30,451030,-0.0068088514,1,-1,Tuesday,Tuesday,0.5,below_median,0.0
1383,14953,2021Q1,15047.0,2021-03-31,0.0312810875475406,11.0,62.310001373291016,1807301.589832306,23255,2021-01-25,2020-12-31,255040,-0.02248944,-10,-10,Monday,Wednesday,0.75,above_median,0.25
1384,14953,2021Q2,15050.0,2021-06-30,0.1002749502658844,11.0,84.05000305175781,2458630.6892700195,23256,2021-05-12,2021-03-31,255040,0.064143896,-7,-9,Wednesday,Wednesday,0.75,above_median,0.25
1385,14953,2021Q3,15053.0,2021-09-30,-0.004592249635607,11.0,88.87000274658203,2624420.051109314,23257,2021-08-04,2021-06-30,255040,0.03947094,1,-1,Wednesday,Wednesday,0.75,below_median,0.25
1386,14953,2021Q4,15056.0,2021-12-31,0.0058035533875226,11.0,123.0500030517578,3643387.540359497,23258,2021-10-27,2021-09-30,255040,0.033972837,0,-2,Wednesday,Wednesday,0.75,below_median,0.25
1391,14969,2021Q1,15131.0,2021-03-31,0.1289601624011993,11.0,30.290000915527344,1669130.5004501345,23337,2021-01-27,2020-12-31,401010,0.05213373,1,-1,Wednesday,Thursday,0.5,below_median,0.25
1392,14969,2021Q2,15134.0,2021-06-30,-0.0200238544493913,11.0,32.790000915527344,1807089.7404556277,23338,2021-04-29,2021-03-31,401010,-0.0021335739,0,-2,Thursday,Thursday,0.5,below_median,0.25
1393,14969,2021Q3,15137.0,2021-09-30,0.0574936270713806,11.0,32.7400016784668,1804497.932510376,23339,2021-07-29,2021-06-30,401010,0.020042097,1,-1,Thursday,Thursday,0.5,below_median,0.25
1394,14969,2021Q4,15140.0,2021-12-31,0.0122205624356865,11.0,33.959999084472656,1874557.9894638064,23340,2021-10-26,2021-09-30,401010,0.03747282,-1,-3,Tuesday,Thursday,0.5,below_median,0.25
1395,14970,2021Q1,15143.0,2021-03-31,-0.1180388480424881,11.0,454.2099914550781,21045819.954071045,23363,2021-02-11,2020-12-31,451030,0.18622471,1,-1,Thursday,Wednesday,0.75,below_median,0.25
1396,14970,2021Q2,15146.0,2021-06-30,0.1553193330764771,11.0,582.719970703125,27228173.35107422,23364,2021-05-05,2021-03-31,451030,-0.0031962239,0,-2,Wednesday,Wednesday,0.75,below_median,0.25
1397,14970,2021Q3,15149.0,2021-09-30,-0.0122429681941866,11.0,676.0900268554688,31779611.71234131,23365,2021-08-04,2021-06-30,451030,0.08896756,-1,-2,Wednesday,Wednesday,0.75,below_median,0.25
1398,14970,2021Q4,15152.0,2021-12-31,-0.1831182539463043,11.0,659.1500244140625,31144838.653564453,23366,2021-11-03,2021-09-30,451030,-0.028170167,-1,-3,Wednesday,Wednesday,0.75,below_median,0.25
1403,14991,2021Q1,15295.0,2021-03-31,-0.1442193686962128,11.0,14.359999656677246,1207316.9711351397,23548,2021-03-01,2020-12-31,352010,-0.013530426,4,2,Monday,Monday,0.5,above_median,0.0
1404,14991,2021Q2,15298.0,2021-06-30,0.1467551440000534,11.0,15.550000190734863,1317924.7161655426,23549,2021-05-04,2021-03-31,352010,0.012081075,-1,-3,Tuesday,Monday,0.5,below_median,0.0
1405,14991,2021Q3,15301.0,2021-09-30,0.1949265748262405,11.0,17.899999618530273,1582127.2662830353,23550,2021-08-09,2021-06-30,352010,0.0040968047,5,3,Monday,Monday,0.5,above_median,0.0
1406,14991,2021Q4,15304.0,2021-12-31,-0.1190608814358711,11.0,15.760000228881836,1444734.9809818268,23551,2021-11-04,2021-09-30,352010,0.0036307399,-5,-6,Thursday,Monday,0.5,above_median,0.0
1428,15065,2021Q1,15715.0,2021-03-31,-0.3062162697315216,11.0,34.709999084472656,3196096.715698242,23907,2021-03-01,2020-12-31,352010,-0.24987593,0,-2,Monday,Monday,0.75,below_median,0.25
1429,15065,2021Q2,15718.0,2021-06-30,0.2531764209270477,11.0,26.6299991607666,2466177.592279434,23908,2021-05-10,2021-03-31,352010,-0.0033323334,4,2,Monday,Monday,0.75,above_median,0.25
1430,15065,2021Q3,15721.0,2021-09-30,-0.1212381646037102,11.0,10.220000267028809,947475.7847557068,23909,2021-08-09,2021-06-30,352010,-0.027020637,4,2,Monday,Monday,0.75,above_median,0.25
1431,15065,2021Q4,15724.0,2021-12-31,0.127098336815834,11.0,14.100000381469728,1309622.1354312897,23910,2021-11-09,2021-09-30,352010,-0.042012274,5,3,Tuesday,Monday,0.75,above_median,0.25
1439,15070,2021Q1,15763.0,2021-03-31,0.0536723397672176,11.0,33.310001373291016,517737.3513450623,24063,2021-01-28,2020-12-31,401010,-0.009770957,2,0,Thursday,Tuesday,0.5,above_median,0.0
1440,15070,2021Q2,15766.0,2021-06-30,-0.0239891577512025,11.0,35.95000076293945,559813.4118804932,24064,2021-04-28,2021-03-31,401010,0.03397615,5,0,Wednesday,Tuesday,0.5,above_median,0.0
1441,15070,2021Q3,15769.0,2021-09-30,-0.0325427092611789,11.0,34.36000061035156,550447.209777832,24065,2021-07-27,2021-06-30,401010,-0.005719052,7,3,Tuesday,Tuesday,0.5,above_median,0.0
1442,15070,2021Q4,15772.0,2021-12-31,0.0286956392228603,11.0,35.22999954223633,565124.4226570129,24066,2021-10-26,2021-09-30,401010,0.0073061525,6,4,Tuesday,Tuesday,0.5,above_median,0.0
1453,15084,2021Q1,15853.0,2021-03-31,0.0089961206540465,11.0,77.38999938964844,1925695.354812622,24170,2021-01-21,2020-12-31,401010,0.036705047,2,0,Thursday,Wednesday,0.75,above_median,0.0
1454,15084,2021Q2,15856.0,2021-06-30,-0.113432839512825,11.0,74.25,1864417.5,24171,2021-04-21,2021-03-31,401010,-0.011498268,1,0,Wednesday,Wednesday,0.75,below_median,0.0
1455,15084,2021Q3,15859.0,2021-09-30,0.217830166220665,11.0,100.12999725341795,2515565.92099762,24172,2021-07-21,2021-06-30,401010,0.02017565,1,0,Wednesday,Wednesday,0.75,below_median,0.0
1456,15084,2021Q4,15862.0,2021-12-31,-0.0649391189217567,11.0,119.08000183105467,2995933.766067505,24173,2021-10-20,2021-09-30,401010,-0.0034411072,1,0,Wednesday,Wednesday,0.75,below_median,0.0
1467,15119,2021Q1,16021.0,2021-03-31,-0.1274344921112061,11.0,88.26000213623047,3674969.968948364,24341,2021-02-17,2020-12-31,451030,0.08194551,-1,-3,Wednesday,Tuesday,0.5,below_median,0.25
1468,15119,2021Q2,16024.0,2021-06-30,0.173129603266716,11.0,111.33000183105467,4699128.047286987,24342,2021-05-04,2021-03-31,451030,0.009123641,5,3,Tuesday,Tuesday,0.5,above_median,0.25
1469,15119,2021Q3,16027.0,2021-09-30,0.0049191019497811,11.0,140.9600067138672,6063253.728790283,24343,2021-08-03,2021-06-30,451030,0.07119422,0,-2,Tuesday,Tuesday,0.5,below_median,0.25
1470,15119,2021Q4,16030.0,2021-12-31,-0.0643865764141082,11.0,130.49000549316406,5891754.238021851,24344,2021-11-03,2021-09-30,451030,-0.0054855933,-1,-2,Wednesday,Tuesday,0.5,below_median,0.25
1510,15226,2021Q1,16639.0,2021-03-31,0.1167416647076607,11.0,47.15999984741211,833317.197303772,24923,2021-02-08,2020-12-31,501010,-0.0135045545,4,2,Monday,Monday,0.3333333333333333,above_median,0.0
1511,15226,2021Q2,16642.0,2021-06-30,0.2128993719816208,11.0,59.9900016784668,1082099.650276184,24924,2021-06-15,2021-03-31,501010,0.003215683,19,16,Tuesday,Monday,0.3333333333333333,above_median,0.0
1512,15226,2021Q4,16648.0,2021-12-31,-0.0232713017612695,11.0,58.7599983215332,1079127.3691749573,24925,2021-11-03,2021-09-30,501010,-0.03812617,-12,-14,Wednesday,Monday,0.3333333333333333,above_median,0.0
1513,15264,2021Q1,16842.0,2021-03-31,0.0111873466521501,11.0,28.020000457763672,3216583.9725494385,25025,2021-02-23,2020-12-31,151020,0.06526543,20,18,Tuesday,Wednesday,0.5,above_median,0.0
1514,15264,2021Q2,16845.0,2021-06-30,0.0008615387487225,11.0,34.849998474121094,4090065.5209198,25026,2021-05-10,2021-03-31,151020,0.06255895,12,10,Monday,Wednesday,0.5,above_median,0.0
1515,15264,2021Q3,16848.0,2021-09-30,-0.0504900179803371,11.0,31.96999931335449,3773131.2889614105,25027,2021-08-04,2021-06-30,151020,-0.013477998,15,13,Wednesday,Wednesday,0.5,above_median,0.0
1516,15264,2021Q4,16851.0,2021-12-31,0.0761394128203392,11.0,40.13999938964844,4759279.307632446,25028,2021-11-03,2021-09-30,151020,-0.00045420157,7,6,Wednesday,Wednesday,0.5,above_median,0.0
1517,15272,2021Q1,16914.0,2021-03-31,-0.036438588052988,11.0,287.44000244140625,14937107.166870115,25071,2021-02-16,2020-12-31,453010,0.037785567,-1,-3,Tuesday,Monday,0.5,below_median,0.25
1518,15272,2021Q2,16917.0,2021-06-30,0.0711599737405777,11.0,276.3699951171875,14444201.424804688,25072,2021-05-03,2021-03-31,453010,-0.15536165,-2,-4,Monday,Monday,0.5,above_median,0.25
1519,15272,2021Q3,16920.0,2021-09-30,-0.0847539454698562,11.0,265.2200012207031,13929089.244110107,25073,2021-08-02,2021-06-30,453010,0.16448735,-1,-2,Monday,Monday,0.5,below_median,0.25
1520,15272,2021Q4,16923.0,2021-12-31,-0.1439772993326187,11.0,280.57000732421875,14818304.936828611,25074,2021-11-02,2021-09-30,453010,-0.070910394,0,-1,Tuesday,Monday,0.5,below_median,0.25
1522,15282,2021Q3,16992.0,2021-09-30,-0.0589970611035823,11.0,12.760000228881836,572030.8102607727,25109,2021-08-16,2021-06-30,352010,-0.04551561,13,12,Monday,Monday,0.5,above_median,0.0
1523,15282,2021Q4,16995.0,2021-12-31,0.0187382400035858,11.0,16.309999465942383,893151.8807544708,25110,2021-11-09,2021-09-30,352010,0.017909778,5,3,Tuesday,Monday,0.5,above_median,0.0
1534,15302,2021Q1,17118.0,2021-03-31,0.1386138200759888,11.0,31.049999237060547,3765185.007484436,25212,2021-02-11,2020-12-31,402030,-0.023720028,0,0,Thursday,Wednesday,0.5,below_median,0.25
1535,15302,2021Q2,17121.0,2021-06-30,-0.0926108881831169,11.0,27.6299991607666,3273464.150571823,25213,2021-05-04,2021-03-31,402030,-0.047051776,-2,-4,Tuesday,Wednesday,0.5,above_median,0.25
